candidate_id,year_guess,confidence_score,county_guess,category_guess,source_file,source_path,line_number,review_status,matched_line,context,created_at
real_candidate_00294,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-Planning-Commission-Meeting-Minutes-1-8-2025.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-1-8-2025.txt,759,needs_human_review,,complaints due,2026-06-11T19:44:35
real_candidate_00295,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-Planning-Commission-Meeting-Minutes-1-8-2025.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-1-8-2025.txt,760,needs_human_review,due,complaints due to,2026-06-11T19:44:35
real_candidate_00296,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-Planning-Commission-Meeting-Minutes-Feb-5th-2025.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-Feb-5th-2025.txt,107,needs_human_review,Andrew Dutson (Utah Division of Water Rights),number of lots likely to encounter these issues. Public Comments and Staff Responses Andrew Dutson (Utah Division of Water Rights) ● Key Points: • Stated that the Division of Water Rights remains neutral on water hauling but must,2026-06-11T19:44:35
real_candidate_00297,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-Planning-Commission-Meeting-Minutes-Feb-5th-2025.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-Feb-5th-2025.txt,108,needs_human_review,● Key Points:,Public Comments and Staff Responses Andrew Dutson (Utah Division of Water Rights) ● Key Points: • Stated that the Division of Water Rights remains neutral on water hauling but must protect existing water rights.,2026-06-11T19:44:35
real_candidate_00308,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3772,needs_human_review,Transportation Master Plan 2025 Update,Jones & DeMille Engineering Duchesne County Special Service District #2 Page C-8 Project #: 2311-030 Transportation Master Plan 2025 Update some roads I have missed. I will continue to track roads as I work and try to build upon this report.  But for purposes of this report I listed the main roads or roads I have received complaints on or information.,2026-06-11T19:44:37
real_candidate_00309,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3773,needs_human_review,some roads I have missed. I will continue to track roads as I work and try to build upon this report.  But,Duchesne County Special Service District #2 Page C-8 Project #: 2311-030 Transportation Master Plan 2025 Update some roads I have missed. I will continue to track roads as I work and try to build upon this report.  But for purposes of this report I listed the main roads or roads I have received complaints on or information. 1. North Cove Road or 1000 North in Hancock Cove,2026-06-11T19:44:37
real_candidate_00310,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3774,needs_human_review,for purposes of this report I listed the main roads or roads I have received complaints on or information.,Transportation Master Plan 2025 Update some roads I have missed. I will continue to track roads as I work and try to build upon this report.  But for purposes of this report I listed the main roads or roads I have received complaints on or information. 1. North Cove Road or 1000 North in Hancock Cove a. From SR 121 to 3000 West there is only one oil location that I see that was in use. It,2026-06-11T19:44:37
real_candidate_00311,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3775,needs_human_review,1. North Cove Road or 1000 North in Hancock Cove,some roads I have missed. I will continue to track roads as I work and try to build upon this report.  But for purposes of this report I listed the main roads or roads I have received complaints on or information. 1. North Cove Road or 1000 North in Hancock Cove a. From SR 121 to 3000 West there is only one oil location that I see that was in use. It is my proposal that no commercial vehicles be allowed on this road except to access,2026-06-11T19:44:37
real_candidate_00312,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3776,needs_human_review,a. From SR 121 to 3000 West there is only one oil location that I see that was in use. It,for purposes of this report I listed the main roads or roads I have received complaints on or information. 1. North Cove Road or 1000 North in Hancock Cove a. From SR 121 to 3000 West there is only one oil location that I see that was in use. It is my proposal that no commercial vehicles be allowed on this road except to access this site. Further suggestion that all commercial traffic that needs to access this,2026-06-11T19:44:37
real_candidate_00313,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3795,needs_human_review,contain some damages to at least a smaller area.,good if no commercial vehicles travel on 3000 North to access North Crescent. They should either access from State Street or SR-121. Try to limit how they access may contain some damages to at least a smaller area. 3. 2750 North or Sharmel Acres a. I have received several complaints about this road and commercial vehicle use.,2026-06-11T19:44:37
real_candidate_00314,2025,10,Duchesne,Public Concern / Needs Review,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3796,needs_human_review,3. 2750 North or Sharmel Acres,should either access from State Street or SR-121. Try to limit how they access may contain some damages to at least a smaller area. 3. 2750 North or Sharmel Acres a. I have received several complaints about this road and commercial vehicle use. There is one location located on this road and it is just off of 3000 West. This road is,2026-06-11T19:44:37
real_candidate_00315,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3797,needs_human_review,a. I have received several complaints about this road and commercial vehicle use.,contain some damages to at least a smaller area. 3. 2750 North or Sharmel Acres a. I have received several complaints about this road and commercial vehicle use. There is one location located on this road and it is just off of 3000 West. This road is small and being damaged severely by the commercial traffic on the road. The corner,2026-06-11T19:44:37
real_candidate_00316,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3798,needs_human_review,There is one location located on this road and it is just off of 3000 West. This road is,3. 2750 North or Sharmel Acres a. I have received several complaints about this road and commercial vehicle use. There is one location located on this road and it is just off of 3000 West. This road is small and being damaged severely by the commercial traffic on the road. The corner at the end could be dangerous for a vehicle and a commercial vehicle at the same,2026-06-11T19:44:37
real_candidate_00317,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3799,needs_human_review,small and being damaged severely by the commercial traffic on the road. The corner,a. I have received several complaints about this road and commercial vehicle use. There is one location located on this road and it is just off of 3000 West. This road is small and being damaged severely by the commercial traffic on the road. The corner at the end could be dangerous for a vehicle and a commercial vehicle at the same time.,2026-06-11T19:44:37
real_candidate_00318,2025,10,Duchesne,Dust / PM / Gravel,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3859,needs_human_review,This road also has a dug way and it is too narrow for two vehicles to pass if one,commercial traffic on this road is trying to access the gravel pit located at 10000 South and this road. All vehicles should access this gravel pit from 10000 South. This road also has a dug way and it is too narrow for two vehicles to pass if one is a commercial vehicle. The corners on it are blind and it is too unsafe to allow traffic on it. This road I have had several complaints on as well.,2026-06-11T19:44:37
real_candidate_00319,2025,10,Duchesne,Dust / PM / Gravel,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3860,needs_human_review,is a commercial vehicle. The corners on it are blind and it is too unsafe to allow,South and this road. All vehicles should access this gravel pit from 10000 South. This road also has a dug way and it is too narrow for two vehicles to pass if one is a commercial vehicle. The corners on it are blind and it is too unsafe to allow traffic on it. This road I have had several complaints on as well.,2026-06-11T19:44:37
real_candidate_00320,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3861,needs_human_review,traffic on it. This road I have had several complaints on as well.,This road also has a dug way and it is too narrow for two vehicles to pass if one is a commercial vehicle. The corners on it are blind and it is too unsafe to allow traffic on it. This road I have had several complaints on as well. 11. Old River Road Duchesne City to SR 35,2026-06-11T19:44:37
real_candidate_00321,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3862,needs_human_review,,is a commercial vehicle. The corners on it are blind and it is too unsafe to allow traffic on it. This road I have had several complaints on as well. 11. Old River Road Duchesne City to SR 35 a. There are no oil locations on this road. Due to that fact this road should be,2026-06-11T19:44:37
real_candidate_00322,2025,10,Duchesne,Traffic / Haul Route,Duchesne-County-TMP_Final_Compressed-2025.txt,archive/extracted_text/legacy/Duchesne-County-TMP_Final_Compressed-2025.txt,3863,needs_human_review,11. Old River Road Duchesne City to SR 35,traffic on it. This road I have had several complaints on as well. 11. Old River Road Duchesne City to SR 35 a. There are no oil locations on this road. Due to that fact this road should be closed to commercial traffic.,2026-06-11T19:44:37
real_candidate_00303,2024,18,Duchesne,Dust / PM / Gravel,Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,168,needs_human_review,○ Comment: Shared that several million dollars from the county's rainy-day fund,complaints about road impacts and feel an urgent need to address them. ● Mike Gottfredson (Community Development): ○ Comment: Shared that several million dollars from the county's rainy-day fund had been used for road repairs this year due to industry impacts. Public Hearing and Comments:,2026-06-11T19:44:35
real_candidate_00160,2024,17,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,210,needs_human_review,,They came in and applied for the permit before because the only permit that had been permitted was the compressor station that was to go in on that site. o Annette Miller asked Hobart Willis if he’d been in contact with them about their noise complaints since?,2026-06-11T19:44:29
real_candidate_00161,2024,17,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,211,needs_human_review,o Annette Miller asked Hobart Willis if he’d been in contact with them about their noise,been permitted was the compressor station that was to go in on that site. o Annette Miller asked Hobart Willis if he’d been in contact with them about their noise complaints since? • Hobart Willis answered that they would like to put in soundproof windows into,2026-06-11T19:44:29
real_candidate_00167,2024,17,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,394,needs_human_review,"state of Utah is to be a good neighbor, a good community member and a good partner.","o Rikki Hrenko Browning from the Utah Petroleum Association stated that she thinks it’s important to set expectations up front that our role in representing the industry here in the state of Utah is to be a good neighbor, a good community member and a good partner. We are also not opposed to an ordinance that sets out reasonable limitations on sound, on noise, on vibration, and is addressing the issues that need to be addressed.",2026-06-11T19:44:29
real_candidate_00168,2024,17,Duchesne,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,395,needs_human_review,"We are also not opposed to an ordinance that sets out reasonable limitations on sound, on","important to set expectations up front that our role in representing the industry here in the state of Utah is to be a good neighbor, a good community member and a good partner. We are also not opposed to an ordinance that sets out reasonable limitations on sound, on noise, on vibration, and is addressing the issues that need to be addressed. DUCHESNE COUNTY",2026-06-11T19:44:29
real_candidate_00153,2024,16,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,42,needs_human_review,,Findings of Fact (Which can be found on file with the Community Development Department). o Mike Hyde stated the county has received some complaints about a flare gas power generation facility in the county that is existing and is creating noise and vibration,2026-06-11T19:44:29
real_candidate_00154,2024,16,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,43,needs_human_review,o Mike Hyde stated the county has received some complaints about a flare gas power,Department). o Mike Hyde stated the county has received some complaints about a flare gas power generation facility in the county that is existing and is creating noise and vibration issues for some folks in the neighborhood.,2026-06-11T19:44:29
real_candidate_00155,2024,16,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,44,needs_human_review,generation facility in the county that is existing and is creating noise and vibration,o Mike Hyde stated the county has received some complaints about a flare gas power generation facility in the county that is existing and is creating noise and vibration issues for some folks in the neighborhood.,2026-06-11T19:44:29
real_candidate_00156,2024,16,Duchesne,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,45,needs_human_review,issues for some folks in the neighborhood.,o Mike Hyde stated the county has received some complaints about a flare gas power generation facility in the county that is existing and is creating noise and vibration issues for some folks in the neighborhood. DUCHESNE COUNTY,2026-06-11T19:44:29
real_candidate_00162,2024,15,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,212,needs_human_review,complaints since?,"o Annette Miller asked Hobart Willis if he’d been in contact with them about their noise complaints since? • Hobart Willis answered that they would like to put in soundproof windows into our homes, and they said they would pay the cost to do it.  They would also like to",2026-06-11T19:44:29
real_candidate_00163,2024,15,Unknown,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,213,needs_human_review,• Hobart Willis answered that they would like to put in soundproof windows into,"o Annette Miller asked Hobart Willis if he’d been in contact with them about their noise complaints since? • Hobart Willis answered that they would like to put in soundproof windows into our homes, and they said they would pay the cost to do it.  They would also like to strip our homes and put a heavy layer of stucco around the outside, and air",2026-06-11T19:44:29
real_candidate_00166,2024,15,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,393,needs_human_review,important to set expectations up front that our role in representing the industry here in the,"o Rikki Hrenko Browning from the Utah Petroleum Association stated that she thinks it’s important to set expectations up front that our role in representing the industry here in the state of Utah is to be a good neighbor, a good community member and a good partner. We are also not opposed to an ordinance that sets out reasonable limitations on sound, on",2026-06-11T19:44:29
real_candidate_00169,2024,15,Duchesne,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,396,needs_human_review,"noise, on vibration, and is addressing the issues that need to be addressed.","state of Utah is to be a good neighbor, a good community member and a good partner. We are also not opposed to an ordinance that sets out reasonable limitations on sound, on noise, on vibration, and is addressing the issues that need to be addressed. DUCHESNE COUNTY PLANNING COMMISSION MEETING",2026-06-11T19:44:29
real_candidate_00152,2024,14,Unknown,Flaring / Emissions,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,41,needs_human_review,Department).,generation facilities are allowed and establish standards to mitigate the impacts of such facilities. Findings of Fact (Which can be found on file with the Community Development Department). o Mike Hyde stated the county has received some complaints about a flare gas power,2026-06-11T19:44:29
real_candidate_00150,2024,12,Unknown,Noise / Vibration,4-3-2024.txt,archive/extracted_text/legacy/4-3-2024.txt,89,needs_human_review,o Kelsey Carter asked Mike Gottfredson about the hours of 7am – 9:30pm and wondered if,"always or Brett Pierce who is the property owner, could also address concerns. o Kelsey Carter asked Mike Gottfredson about the hours of 7am – 9:30pm and wondered if these are the correct business hours. • Mike Gottfredson stated that those hours are associated with noise nuisances.  He",2026-06-11T19:44:29
real_candidate_00157,2024,12,Unknown,Public Concern / Needs Review,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,109,needs_human_review,we would recommend that we take public comment tonight from those present.,"o Mike Gottfredson added we advertised for the public hearing tonight.  Just like last time, we would recommend that we take public comment tonight from those present. o Thomas Winterton stated he didn’t want to do anything to deny individuals the",2026-06-11T19:44:29
real_candidate_00158,2024,12,Unknown,Public Concern / Needs Review,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,110,needs_human_review,,"o Mike Gottfredson added we advertised for the public hearing tonight.  Just like last time, we would recommend that we take public comment tonight from those present. o Thomas Winterton stated he didn’t want to do anything to deny individuals the opportunity to come and share with us.  I would like to pass a motion the we clarify that",2026-06-11T19:44:29
real_candidate_00302,2024,12,Duchesne,Dust / PM / Gravel,Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,167,needs_human_review,● Mike Gottfredson (Community Development):,■ Response from Mike Hyde: County commissioners are receiving daily complaints about road impacts and feel an urgent need to address them. ● Mike Gottfredson (Community Development): ○ Comment: Shared that several million dollars from the county's rainy-day fund had been used for road repairs this year due to industry impacts.,2026-06-11T19:44:35
real_candidate_00170,2024,11,Duchesne,Noise / Vibration,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,397,needs_human_review,DUCHESNE COUNTY,"We are also not opposed to an ordinance that sets out reasonable limitations on sound, on noise, on vibration, and is addressing the issues that need to be addressed. DUCHESNE COUNTY PLANNING COMMISSION MEETING May 1, 2024",2026-06-11T19:44:29
real_candidate_00171,2024,11,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,535,needs_human_review,o Thomas Winterton stated that he came here tonight thinking that we should table all,"meeting after the planning commission makes their recommendation. o Thomas Winterton stated that he came here tonight thinking that we should table all three, but if the industry has signed up on this and we don’t have opposition, then I’m not opposed to making a motion to go ahead and approve the recommendation of the staff",2026-06-11T19:44:29
real_candidate_00172,2024,11,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,536,needs_human_review,"three, but if the industry has signed up on this and we don’t have opposition, then I’m not","o Thomas Winterton stated that he came here tonight thinking that we should table all three, but if the industry has signed up on this and we don’t have opposition, then I’m not opposed to making a motion to go ahead and approve the recommendation of the staff with the amendment on line seven to make sure it doesn’t affect labor camps located on",2026-06-11T19:44:29
real_candidate_00173,2024,11,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,537,needs_human_review,opposed to making a motion to go ahead and approve the recommendation of the staff,"o Thomas Winterton stated that he came here tonight thinking that we should table all three, but if the industry has signed up on this and we don’t have opposition, then I’m not opposed to making a motion to go ahead and approve the recommendation of the staff with the amendment on line seven to make sure it doesn’t affect labor camps located on well pads.",2026-06-11T19:44:29
real_candidate_00174,2024,11,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,538,needs_human_review,with the amendment on line seven to make sure it doesn’t affect labor camps located on,"three, but if the industry has signed up on this and we don’t have opposition, then I’m not opposed to making a motion to go ahead and approve the recommendation of the staff with the amendment on line seven to make sure it doesn’t affect labor camps located on well pads.",2026-06-11T19:44:29
real_candidate_00001,2024,10,Unknown,Dust / PM / Gravel,00001993.txt,archive/extracted_text/legacy/00001993.txt,3217,needs_human_review,endless pity parties and complaints of victimhood. They are buying what the,"enjoyable in the short term than righteous indignation. Sadly, a majority of people in a majority of states are now acting that way — as zero −sum thinkers with endless pity parties and complaints of victimhood. They are buying what the conflict entrepreneurs in our politics and media are selling. Day 3 109 Thursday, January 18, 2024",2026-06-11T19:43:14
real_candidate_00002,2024,10,Unknown,Dust / PM / Gravel,00001993.txt,archive/extracted_text/legacy/00001993.txt,3218,needs_human_review,conflict entrepreneurs in our politics and media are selling.,"in a majority of states are now acting that way — as zero −sum thinkers with endless pity parties and complaints of victimhood. They are buying what the conflict entrepreneurs in our politics and media are selling. Day 3 109 Thursday, January 18, 2024 But not so much in Utah. It turns out that Utahns, far more than people in any",2026-06-11T19:43:14
real_candidate_00003,2024,10,Unknown,Dust / PM / Gravel,00001993.txt,archive/extracted_text/legacy/00001993.txt,3219,needs_human_review,"Day 3 109 Thursday, January 18, 2024","endless pity parties and complaints of victimhood. They are buying what the conflict entrepreneurs in our politics and media are selling. Day 3 109 Thursday, January 18, 2024 But not so much in Utah. It turns out that Utahns, far more than people in any other state, reject zero−sum thinking. Utah still believes in the win−win. We reject",2026-06-11T19:43:14
real_candidate_00151,2024,10,Unknown,Dust / PM / Gravel,4-3-2024.txt,archive/extracted_text/legacy/4-3-2024.txt,474,needs_human_review,,"improved to industrial truck traffic standards before the companies begin their projects. o Thomas Winterton stated that he is in favor of figuring out how to protect our roads, but he has a lot of concerns about how encompassing this will be.",2026-06-11T19:44:29
real_candidate_00159,2024,10,Unknown,Public Concern / Needs Review,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,111,needs_human_review,o Thomas Winterton stated he didn’t want to do anything to deny individuals the,"we would recommend that we take public comment tonight from those present. o Thomas Winterton stated he didn’t want to do anything to deny individuals the opportunity to come and share with us.  I would like to pass a motion the we clarify that we move all three items that were on that original amendment to the same timeline,",2026-06-11T19:44:29
real_candidate_00164,2024,10,Unknown,Public Concern / Needs Review,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,214,needs_human_review,"our homes, and they said they would pay the cost to do it.  They would also like to","complaints since? • Hobart Willis answered that they would like to put in soundproof windows into our homes, and they said they would pay the cost to do it.  They would also like to strip our homes and put a heavy layer of stucco around the outside, and air conditioning so that we’ll be less impacted by the sound, but that doesn’t remedy",2026-06-11T19:44:29
real_candidate_00165,2024,10,Unknown,Dust / PM / Gravel,5-1-24-Final-MGedits.txt,archive/extracted_text/legacy/5-1-24-Final-MGedits.txt,392,needs_human_review,o Rikki Hrenko Browning from the Utah Petroleum Association stated that she thinks it’s,"community and makes sense for its residents. o Rikki Hrenko Browning from the Utah Petroleum Association stated that she thinks it’s important to set expectations up front that our role in representing the industry here in the state of Utah is to be a good neighbor, a good community member and a good partner.",2026-06-11T19:44:29
real_candidate_00298,2024,10,Duchesne,Air Quality / Odor / H2S,Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,123,needs_human_review,emphasizing the reduction in flare gas emissions and the positive impact on air quality.,"Public Comments: ● Sean Welch, representing Crusoe Energy: Discussed the benefits of the project, emphasizing the reduction in flare gas emissions and the positive impact on air quality. ● Rikki Hrenko-Browning, representing the Utah Petroleum Association: Echoed Mr. Welch's comments, appreciating the revisions made to balance reducing flaring and",2026-06-11T19:44:35
